subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPositionCode	handPosition	feetPositionCode	feetPosition	soa	touchesNo	noOfTouches	firstLimbCode	firstLimb	secondLimbCode	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
5	1	1	999	1	0	1	hands parallel	2	feet crossed	-1000	2	twoTouches	4	rightFoot	2	rightHand	502525	503525	0	0	2	99	0	0	no reaction	expXId
5	1	1	999	2	0	1	hands parallel	2	feet crossed	1000	1	oneTouch	2	rightHand	5	none	508576	509576	2	2	1	1	509266	690	valid	expXId
5	1	1	999	3	0	1	hands parallel	2	feet crossed	-1000	2	twoTouches	1	leftHand	2	rightHand	512628	513628	1	1	0	1	513149	521	two reactions	expXId
5	1	1	999	4	0	1	hands parallel	2	feet crossed	-1000	2	twoTouches	1	leftHand	2	rightHand	516680	517680	1	1	0	1	517181	501	two reactions	expXId
5	1	1	999	5	0	1	hands parallel	2	feet crossed	-1000	2	twoTouches	1	leftHand	2	rightHand	520733	521733	1	1	0	1	521148	415	two reactions	expXId
5	1	0	1	1	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	564825	565125	2	2	1	1	566230	1405	block start	expXId
5	1	0	2	2	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	4	rightFoot	568171	568281	3	4	1	0	570483	2312	valid	expXId
5	1	0	3	3	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	4	rightFoot	5	none	571330	571630	3	4	0	1	572596	1266	valid	expXId
5	1	0	4	4	0	1	hands parallel	2	feet crossed	110	2	twoTouches	4	rightFoot	3	leftFoot	574675	574785	4	3	0	0	576213	1538	valid	expXId
5	1	0	5	5	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	577834	577944	4	3	0	1	579532	1698	valid	expXId
5	1	0	6	6	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	580993	581293	2	2	1	1	581513	520	valid	expXId
5	1	0	7	7	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	3	leftFoot	584339	584639	2	2	1	1	585807	1468	valid	expXId
5	1	0	8	8	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	587684	587984	1	1	0	1	588612	928	valid	expXId
5	1	0	9	9	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	3	leftFoot	591027	591137	2	2	1	1	592079	1052	valid	expXId
5	1	0	10	10	0	1	hands parallel	2	feet crossed	110	2	twoTouches	1	leftHand	3	leftFoot	594189	594299	1	1	1	1	595042	853	valid	expXId
5	1	0	11	11	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	597348	597648	1	1	0	1	598344	996	valid	expXId
5	1	0	12	12	0	1	hands parallel	2	feet crossed	300	1	oneTouch	4	rightFoot	5	none	600694	600994	3	4	1	1	601913	1219	valid	expXId
5	1	0	13	13	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	2	rightHand	604037	604147	1	1	0	1	605350	1313	valid	expXId
5	1	0	14	14	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	2	rightHand	607198	607308	4	3	0	1	609545	2347	valid	expXId
5	1	0	15	15	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	4	rightFoot	610357	610657	2	2	1	1	611261	904	valid	expXId
5	1	0	16	16	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	1	leftHand	4	rightFoot	613703	614003	1	1	0	1	615362	1659	valid	expXId
5	1	0	17	17	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	617046	617156	2	2	1	1	618222	1176	valid	expXId
5	1	0	18	18	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	620207	620507	3	4	2	99	623049	2842	wrong limb	expXId
5	1	0	19	19	0	1	hands parallel	2	feet crossed	300	1	oneTouch	4	rightFoot	5	none	623553	623853	3	4	1	1	624580	1027	valid	expXId
5	1	0	20	20	0	1	hands parallel	2	feet crossed	110	2	twoTouches	4	rightFoot	1	leftHand	626899	627009	4	3	2	99	628350	1451	wrong limb	expXId
5	1	0	21	21	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	1	leftHand	630058	630358	3	4	2	99	631448	1390	wrong limb	expXId
5	1	0	22	22	0	1	hands parallel	2	feet crossed	300	2	twoTouches	1	leftHand	3	leftFoot	633403	633703	1	1	1	1	634412	1009	valid	expXId
5	1	0	23	23	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	636746	637046	4	3	0	1	638403	1657	valid	expXId
5	1	0	24	24	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	640094	640204	4	3	0	1	640946	852	valid	expXId
5	1	0	25	25	0	1	hands parallel	2	feet crossed	300	2	twoTouches	4	rightFoot	3	leftFoot	643253	643553	3	4	1	1	645036	1783	valid	expXId
5	1	0	26	26	0	1	hands parallel	2	feet crossed	300	1	oneTouch	1	leftHand	5	none	646599	646899	1	1	1	1	647534	935	valid	expXId
5	1	0	27	27	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	2	rightHand	649942	650242	4	3	0	1	651315	1373	valid	expXId
5	1	0	28	28	0	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	653290	653590	2	2	1	1	654061	771	valid	expXId
5	1	0	29	29	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	1	leftHand	2	rightHand	656636	656936	1	1	0	1	657486	850	valid	expXId
5	1	0	30	30	0	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	659978	660088	3	4	1	1	662184	2206	valid	expXId
5	1	0	31	31	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	4	rightFoot	663140	663250	2	2	1	1	663896	756	valid	expXId
5	1	0	32	32	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	666299	666409	1	1	0	1	666866	567	valid	expXId
5	1	0	33	33	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	1	leftHand	669458	669568	2	2	1	1	670307	849	valid	expXId
5	1	0	34	34	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	672617	672727	2	2	1	1	673629	1012	valid	expXId
5	1	0	35	35	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	4	rightFoot	675776	676076	4	3	0	1	677446	1670	valid	expXId
5	1	0	36	36	0	1	hands parallel	2	feet crossed	-300	2	twoTouches	4	rightFoot	2	rightHand	679122	679422	3	4	0	1	680219	1097	valid	expXId
5	1	0	37	37	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	4	rightFoot	2	rightHand	682465	682575	3	4	0	1	683606	1141	valid	expXId
5	1	0	38	38	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	685626	685736	1	1	0	1	686315	689	valid	expXId
5	1	0	39	39	0	1	hands parallel	2	feet crossed	300	2	twoTouches	2	rightHand	1	leftHand	688785	689085	2	2	1	1	689654	869	valid	expXId
5	1	0	40	40	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	692131	692431	4	3	0	1	692102	-29	button pressed too long	expXId
5	1	0	41	41	0	1	hands parallel	2	feet crossed	300	2	twoTouches	4	rightFoot	1	leftHand	695474	695774	3	4	1	1	696238	764	valid	expXId
5	1	0	42	42	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	3	leftFoot	1	leftHand	698822	698932	4	3	0	1	700456	1634	valid	expXId
5	1	0	43	43	0	1	hands parallel	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	701981	702091	2	2	1	1	703121	1140	valid	expXId
5	1	0	44	44	0	1	hands parallel	2	feet crossed	110	1	oneTouch	1	leftHand	5	none	705140	705250	1	1	1	1	705819	679	valid	expXId
5	1	0	45	45	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	708299	708409	4	3	0	1	708934	635	valid	expXId
5	1	0	46	46	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	4	rightFoot	5	none	711458	711568	3	4	0	1	712069	611	valid	expXId
5	1	0	47	47	0	1	hands parallel	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	714617	714727	3	4	1	1	715250	633	valid	expXId
5	1	0	48	48	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	4	rightFoot	717776	717886	1	1	0	1	718789	1013	valid	expXId
5	1	0	1	49	1	1	hands parallel	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	720935	721235	2	2	1	1	721458	523	valid	expXId
5	1	0	18	50	1	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	724279	724579	4	3	0	1	725682	1403	valid	expXId
5	1	0	20	51	1	1	hands parallel	2	feet crossed	110	2	twoTouches	4	rightFoot	1	leftHand	727626	727736	3	4	1	1	728464	838	valid	expXId
5	1	0	21	52	1	1	hands parallel	2	feet crossed	-300	2	twoTouches	3	leftFoot	1	leftHand	730785	731085	4	3	0	1	731557	772	valid	expXId
5	1	0	40	53	1	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	734131	734431	4	3	0	1	735091	960	valid	expXId
5	2	0	49	1	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	740835	741135	1	1	0	1	741415	580	block start	expXId
5	2	0	50	2	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	3	leftFoot	744179	744289	2	2	1	1	745221	1042	valid	expXId
5	2	0	51	3	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	747340	747640	4	3	0	1	748038	698	valid	expXId
5	2	0	52	4	0	1	hands parallel	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	750683	750793	1	1	0	1	751711	1028	valid	expXId
5	2	0	53	5	0	1	hands parallel	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	753845	754145	4	3	0	1	754506	661	valid	expXId
5	2	0	54	6	0	1	hands parallel	2	feet crossed	-110	2	twoTouches	1	leftHand	4	rightFoot	757188	757298	1	1	0	1	758136	948	valid	expXId
5	2	0	55	7	0	1	hands parallel	2	feet crossed	110	2	twoTouches	4	rightFoot	1	leftHand	760349	760459	3	4	1	1	762211	1862	valid	expXId
5	2	0	56	8	0	1	hands parallel	2	feet crossed	110	2	twoTouches	2	rightHand	4	rightFoot	763508	763618	2	2	1	1	764357	849	valid	expXId
