subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPositionCode	handPosition	feetPositionCode	feetPosition	soa	touchesNo	noOfTouches	firstLimbCode	firstLimb	secondLimbCode	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
14	1	1	999	1	0	2	hands crossed	1	feet parallel	1000	1	oneTouch	2	rightHand	5	none	98878	99878	0	0	2	99	0	0	no reaction	expXId
14	1	1	999	2	0	2	hands crossed	1	feet parallel	-1000	1	oneTouch	1	leftHand	5	none	104916	105916	0	0	2	99	0	0	no reaction	expXId
14	1	1	999	3	0	2	hands crossed	1	feet parallel	-1000	1	oneTouch	3	leftFoot	5	none	110967	111967	3	3	0	1	111511	544	button pressed too long	expXId
14	1	1	999	4	0	2	hands crossed	1	feet parallel	1000	1	oneTouch	2	rightHand	5	none	115019	116019	1	2	1	1	115627	608	two reactions	expXId
14	1	1	999	5	0	2	hands crossed	1	feet parallel	1000	1	oneTouch	2	rightHand	5	none	119071	120071	1	2	1	1	119733	662	button pressed too long	expXId
14	1	0	1	1	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	133040	133150	1	2	1	0	134334	1294	block start	expXId
14	1	0	2	2	0	2	hands crossed	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	136199	136499	1	2	1	1	136969	770	valid	expXId
14	1	0	3	3	0	2	hands crossed	1	feet parallel	300	2	twoTouches	2	rightHand	3	leftFoot	139544	139844	1	2	1	1	139993	449	valid	expXId
14	1	0	4	4	0	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	3	leftFoot	142890	143000	1	2	1	1	143549	659	valid	expXId
14	1	0	5	5	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	4	rightFoot	5	none	146048	146158	3	3	2	99	146867	819	two reactions	expXId
14	1	0	6	6	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	1	leftHand	5	none	149207	149507	1	2	2	99	149998	791	wrong limb	expXId
14	1	0	7	7	0	2	hands crossed	1	feet parallel	300	1	oneTouch	4	rightFoot	5	none	152553	152853	4	4	1	1	153330	777	valid	expXId
14	1	0	8	8	0	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	155898	156008	1	2	1	1	156544	646	valid	expXId
14	1	0	9	9	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	159057	159357	3	3	0	1	159570	513	button pressed too long	expXId
14	1	0	10	10	0	2	hands crossed	1	feet parallel	300	2	twoTouches	2	rightHand	4	rightFoot	162403	162703	1	2	1	1	162913	510	valid	expXId
14	1	0	11	11	0	2	hands crossed	1	feet parallel	300	1	oneTouch	4	rightFoot	5	none	165748	166048	4	4	1	1	166463	715	valid	expXId
14	1	0	12	12	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	1	leftHand	2	rightHand	169094	169394	1	2	1	0	170051	957	valid	expXId
14	1	0	13	13	0	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	172439	172549	1	2	1	1	173074	635	valid	expXId
14	1	0	14	14	0	2	hands crossed	1	feet parallel	110	2	twoTouches	1	leftHand	3	leftFoot	175598	175708	2	1	1	1	177093	1495	valid	expXId
14	1	0	15	15	0	2	hands crossed	1	feet parallel	300	2	twoTouches	1	leftHand	3	leftFoot	178757	179057	2	1	1	1	179838	1081	valid	expXId
14	1	0	16	16	0	2	hands crossed	1	feet parallel	110	1	oneTouch	4	rightFoot	5	none	182103	182213	4	4	1	1	182788	685	valid	expXId
14	1	0	17	17	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	185261	185371	3	3	0	1	185964	703	valid	expXId
14	1	0	18	18	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	3	leftFoot	4	rightFoot	188420	188530	3	3	0	1	189934	1514	valid	expXId
14	1	0	19	19	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	191579	191879	3	3	0	1	192367	788	valid	expXId
14	1	0	20	20	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	3	leftFoot	1	leftHand	194925	195225	3	3	0	1	195891	966	valid	expXId
14	1	0	21	21	0	2	hands crossed	1	feet parallel	300	1	oneTouch	1	leftHand	5	none	198270	198570	2	1	1	1	198998	728	valid	expXId
14	1	0	22	22	0	2	hands crossed	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	201616	201916	1	2	1	1	202319	703	valid	expXId
14	1	0	23	23	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	204961	205071	2	1	0	1	205675	714	valid	expXId
14	1	0	24	24	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	4	rightFoot	2	rightHand	208120	208230	4	4	0	1	208912	792	valid	expXId
14	1	0	25	25	0	2	hands crossed	1	feet parallel	110	2	twoTouches	4	rightFoot	3	leftFoot	211279	211389	3	3	0	0	212994	1715	two reactions	expXId
14	1	0	26	26	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	214438	214548	1	2	2	99	214457	19	button pressed too long	expXId
14	1	0	27	27	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	4	rightFoot	217597	217707	4	4	1	0	218741	1144	valid	expXId
14	1	0	28	28	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	4	rightFoot	5	none	220756	221056	4	4	0	1	221257	501	valid	expXId
14	1	0	29	29	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	224101	224211	1	2	2	99	224288	187	button pressed too long	expXId
14	1	0	30	30	0	2	hands crossed	1	feet parallel	110	1	oneTouch	1	leftHand	5	none	227260	227370	3	3	2	99	228672	1412	wrong limb	expXId
14	1	0	31	31	0	2	hands crossed	1	feet parallel	300	2	twoTouches	2	rightHand	1	leftHand	230419	230719	1	2	1	1	231386	967	valid	expXId
14	1	0	32	32	0	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	233765	233875	0	0	2	99	0	0	no reaction	expXId
14	1	0	33	33	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	3	leftFoot	2	rightHand	236923	237223	3	3	0	1	237845	922	valid	expXId
14	1	0	34	34	0	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	240269	240379	0	0	2	99	0	0	no reaction	expXId
14	1	0	35	35	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	3	leftFoot	1	leftHand	243428	243538	3	3	0	1	244221	793	valid	expXId
14	1	0	36	36	0	2	hands crossed	1	feet parallel	110	2	twoTouches	4	rightFoot	1	leftHand	246587	246697	4	4	1	1	247846	1259	valid	expXId
14	1	0	37	37	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	249746	250046	3	3	0	1	250415	669	valid	expXId
14	1	0	38	38	0	2	hands crossed	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	253091	253391	1	2	1	1	255656	2565	valid	expXId
14	1	0	39	39	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	1	leftHand	4	rightFoot	256437	256737	2	1	0	1	257578	1141	valid	expXId
14	1	0	40	40	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	4	rightFoot	2	rightHand	259782	260082	4	4	0	1	260665	883	valid	expXId
14	1	0	41	41	0	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	4	rightFoot	263128	263238	1	2	1	1	264565	1437	valid	expXId
14	1	0	42	42	0	2	hands crossed	1	feet parallel	110	1	oneTouch	4	rightFoot	5	none	266287	266397	4	4	1	1	267123	836	valid	expXId
14	1	0	43	43	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	3	leftFoot	4	rightFoot	269445	269745	3	3	0	1	270424	979	valid	expXId
14	1	0	44	44	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	1	leftHand	5	none	272791	273091	2	1	0	1	273559	768	valid	expXId
14	1	0	45	45	0	2	hands crossed	1	feet parallel	300	2	twoTouches	4	rightFoot	3	leftFoot	276136	276436	4	4	1	1	277071	935	valid	expXId
14	1	0	46	46	0	2	hands crossed	1	feet parallel	300	2	twoTouches	4	rightFoot	1	leftHand	279482	279782	4	4	1	1	280286	804	valid	expXId
14	1	0	47	47	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	3	leftFoot	2	rightHand	282827	282937	0	0	2	99	0	0	no reaction	expXId
14	1	0	48	48	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	285986	286096	3	3	0	1	286768	782	valid	expXId
14	1	0	1	49	1	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	289145	289255	0	0	2	99	0	0	no reaction	expXId
14	1	0	5	50	1	2	hands crossed	1	feet parallel	-110	1	oneTouch	4	rightFoot	5	none	292304	292414	4	4	0	1	293104	800	valid	expXId
14	1	0	6	51	1	2	hands crossed	1	feet parallel	-300	1	oneTouch	1	leftHand	5	none	295463	295763	2	1	0	1	296132	669	valid	expXId
14	1	0	9	52	1	2	hands crossed	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	298809	299109	3	3	0	1	299336	527	valid	expXId
14	1	0	25	53	1	2	hands crossed	1	feet parallel	110	2	twoTouches	4	rightFoot	3	leftFoot	302154	302264	4	4	1	1	302866	712	valid	expXId
14	1	0	26	54	1	2	hands crossed	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	305313	305423	2	1	0	1	305867	554	valid	expXId
14	1	0	29	55	1	2	hands crossed	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	308472	308582	3	3	0	1	309105	633	valid	expXId
14	1	0	30	56	1	2	hands crossed	1	feet parallel	110	1	oneTouch	1	leftHand	5	none	311631	311741	2	1	1	1	312122	491	valid	expXId
14	1	0	32	57	1	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	314790	314900	0	0	2	99	0	0	no reaction	expXId
14	1	0	34	58	1	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	317949	318059	0	0	2	99	0	0	no reaction	expXId
14	1	0	47	59	1	2	hands crossed	1	feet parallel	-110	2	twoTouches	3	leftFoot	2	rightHand	321107	321217	3	3	0	1	323829	2722	valid	expXId
14	1	0	1	60	2	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	324266	324376	0	0	2	99	0	0	no reaction	expXId
14	1	0	32	61	2	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	327425	327535	0	0	2	99	0	0	no reaction	expXId
14	1	0	34	62	2	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	330584	330694	0	0	2	99	0	0	no reaction	expXId
14	1	0	1	63	3	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	333743	333853	0	0	2	99	0	0	no reaction	expXId
14	1	0	32	64	3	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	336902	337012	0	0	2	99	0	0	no reaction	expXId
14	1	0	34	65	3	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	340061	340171	0	0	2	99	0	0	no reaction	expXId
14	1	0	1	66	4	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	343220	343330	0	0	2	99	0	0	no reaction	expXId
14	1	0	32	67	4	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	346379	346489	0	0	2	99	0	0	no reaction	expXId
14	1	0	34	68	4	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	349538	349648	0	0	2	99	0	0	no reaction	expXId
14	1	0	1	69	5	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	352696	352806	2	1	0	1	354023	1327	valid	expXId
14	1	0	32	70	5	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	355855	355965	0	0	2	99	0	0	no reaction	expXId
14	1	0	34	71	5	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	359014	359124	0	0	2	99	0	0	no reaction	expXId
14	1	0	32	72	6	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	362173	362283	1	2	1	1	363944	1771	valid	expXId
14	1	0	34	73	6	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	365332	365442	1	2	1	1	367379	2047	valid	expXId
14	2	0	49	1	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	4	rightFoot	415315	415425	4	4	1	0	416233	918	block start	expXId
14	2	0	50	2	0	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	418474	418584	1	2	1	1	419114	640	button pressed too long	expXId
14	2	0	51	3	0	2	hands crossed	1	feet parallel	300	2	twoTouches	1	leftHand	3	leftFoot	421632	421932	2	1	1	1	422713	1081	valid	expXId
14	2	0	52	4	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	424978	425088	2	1	0	1	425743	765	valid	expXId
14	2	0	53	5	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	4	rightFoot	5	none	428137	428437	4	4	0	1	428933	796	valid	expXId
14	2	0	54	6	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	3	leftFoot	2	rightHand	431482	431782	3	3	0	1	432346	864	valid	expXId
14	2	0	55	7	0	2	hands crossed	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	434828	434938	1	2	1	1	435469	641	valid	expXId
14	2	0	56	8	0	2	hands crossed	1	feet parallel	110	2	twoTouches	4	rightFoot	3	leftFoot	437987	438097	4	4	1	1	438873	886	valid	expXId
14	2	0	57	9	0	2	hands crossed	1	feet parallel	110	1	oneTouch	4	rightFoot	5	none	441146	441256	4	4	1	1	441907	761	valid	expXId
14	2	0	58	10	0	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	444305	444415	1	2	1	1	446155	1850	valid	expXId
