subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPositionCode	handPosition	feetPositionCode	feetPosition	soa	touchesNo	noOfTouches	firstLimbCode	firstLimb	secondLimbCode	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
16	2	0	49	1	0	1	hands parallel	1	feet parallel	300	2	twoTouches	1	leftHand	3	leftFoot	805233	805533	1	1	1	1	806889	1656	block start	expXId
16	2	0	50	2	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	808579	808689	0	0	2	99	0	0	no reaction	expXId
16	2	0	51	3	0	1	hands parallel	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	811738	812038	3	3	0	1	811896	158	valid	expXId
16	2	0	52	4	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	4	rightFoot	5	none	815083	815193	4	4	0	1	816778	1695	valid	expXId
16	2	0	53	5	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	1	leftHand	4	rightFoot	818242	818352	1	1	0	1	819592	1350	valid	expXId
16	2	0	54	6	0	1	hands parallel	1	feet parallel	-110	2	twoTouches	3	leftFoot	2	rightHand	821401	821511	2	2	1	0	823185	1784	valid	expXId
16	2	0	55	7	0	1	hands parallel	1	feet parallel	110	1	oneTouch	1	leftHand	5	none	824560	824670	3	3	2	99	826806	2246	wrong limb	expXId
16	2	0	56	8	0	1	hands parallel	1	feet parallel	110	1	oneTouch	4	rightFoot	5	none	827719	827829	4	4	1	1	828765	1046	valid	expXId
16	2	0	57	9	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	830878	830988	0	0	2	99	0	0	no reaction	expXId
16	2	0	58	10	0	1	hands parallel	1	feet parallel	110	2	twoTouches	4	rightFoot	3	leftFoot	834037	834147	3	3	0	0	834224	187	valid	expXId
16	2	0	59	11	0	1	hands parallel	1	feet parallel	110	1	oneTouch	2	rightHand	5	none	837196	837306	2	2	1	1	838910	1714	valid	expXId
16	2	0	60	12	0	1	hands parallel	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	840355	840465	1	1	0	1	841890	1535	valid	expXId
16	2	0	61	13	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	3	leftFoot	1	leftHand	843513	843813	3	3	0	1	845967	2454	valid	expXId
16	2	0	62	14	0	1	hands parallel	1	feet parallel	-300	2	twoTouches	1	leftHand	4	rightFoot	846859	847159	0	0	2	99	0	0	no reaction	expXId
