subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPositionCode	handPosition	feetPositionCode	feetPosition	soa	touchesNo	noOfTouches	firstLimbCode	firstLimb	secondLimbCode	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
10	1	1	999	1	0	2	hands crossed	1	feet parallel	1000	2	twoTouches	2	rightHand	4	rightFoot	123882	124882	2	1	2	99	124263	381	two reactions	expXId
10	1	1	999	2	0	2	hands crossed	1	feet parallel	1000	2	twoTouches	2	rightHand	1	leftHand	129933	130933	1	2	1	1	130530	597	two reactions	expXId
10	1	1	999	3	0	2	hands crossed	1	feet parallel	-1000	1	oneTouch	3	leftFoot	5	none	133985	134985	3	3	0	1	135010	1025	valid	expXId
10	1	1	999	4	0	2	hands crossed	1	feet parallel	-1000	2	twoTouches	1	leftHand	4	rightFoot	138037	139037	4	4	1	0	140089	2052	valid	expXId
10	1	1	999	5	0	2	hands crossed	1	feet parallel	1000	2	twoTouches	2	rightHand	1	leftHand	144088	145088	1	2	1	1	144650	562	two reactions	expXId
10	1	0	1	1	0	2	hands crossed	1	feet parallel	300	2	twoTouches	1	leftHand	3	leftFoot	151819	152119	2	1	1	1	153439	1620	block start	expXId
10	1	0	2	2	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	1	leftHand	2	rightHand	155164	155464	2	1	0	1	157442	2278	valid	expXId
10	1	0	3	3	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	3	leftFoot	1	leftHand	158510	158810	3	3	0	1	159926	1416	valid	expXId
10	1	0	4	4	0	2	hands crossed	1	feet parallel	300	1	oneTouch	4	rightFoot	5	none	161855	162155	4	4	1	1	162989	1134	valid	expXId
10	1	0	5	5	0	2	hands crossed	1	feet parallel	300	1	oneTouch	4	rightFoot	5	none	165201	165501	0	0	2	99	0	0	no reaction	expXId
10	1	0	6	6	0	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	3	leftFoot	168546	168656	1	2	1	1	169856	1310	valid	expXId
10	1	0	7	7	0	2	hands crossed	1	feet parallel	110	2	twoTouches	2	rightHand	1	leftHand	171705	171815	1	2	1	1	173097	1392	valid	expXId
10	1	0	8	8	0	2	hands crossed	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	174864	175164	1	2	1	1	175552	688	valid	expXId
10	1	0	9	9	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	178209	178319	3	3	0	1	179070	861	valid	expXId
10	1	0	10	10	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	4	rightFoot	5	none	181368	181478	4	4	0	1	182558	1190	valid	expXId
10	1	0	11	11	0	2	hands crossed	1	feet parallel	300	2	twoTouches	2	rightHand	3	leftFoot	184527	184827	1	2	1	1	185688	1161	valid	expXId
10	1	0	12	12	0	2	hands crossed	1	feet parallel	110	2	twoTouches	1	leftHand	3	leftFoot	187872	187982	0	0	2	99	0	0	no reaction	expXId
10	1	0	13	13	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	1	leftHand	4	rightFoot	191031	191331	0	0	2	99	0	0	no reaction	expXId
10	1	0	14	14	0	2	hands crossed	1	feet parallel	300	2	twoTouches	2	rightHand	1	leftHand	194377	194677	1	2	1	1	195780	1403	valid	expXId
10	1	0	15	15	0	2	hands crossed	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	197722	198023	1	2	1	1	198448	726	valid	expXId
10	1	0	16	16	0	2	hands crossed	1	feet parallel	300	1	oneTouch	2	rightHand	5	none	201068	201368	1	2	1	1	201725	657	valid	expXId
10	1	0	17	17	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	3	leftFoot	5	none	204413	204523	3	3	0	1	205398	985	valid	expXId
10	1	0	18	18	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	1	leftHand	5	none	207572	207872	2	1	0	1	208423	851	valid	expXId
10	1	0	19	19	0	2	hands crossed	1	feet parallel	300	2	twoTouches	4	rightFoot	3	leftFoot	210918	211218	4	4	1	1	212857	1939	valid	expXId
10	1	0	20	20	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	4	rightFoot	214263	214373	2	1	0	1	215261	998	valid	expXId
10	1	0	21	21	0	2	hands crossed	1	feet parallel	110	1	oneTouch	1	leftHand	5	none	217422	217532	2	1	1	1	218077	655	valid	expXId
10	1	0	22	22	0	2	hands crossed	1	feet parallel	-300	2	twoTouches	3	leftFoot	2	rightHand	220581	220881	3	3	0	1	222175	1594	valid	expXId
10	1	0	23	23	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	3	leftFoot	1	leftHand	223926	224036	2	1	1	0	224793	867	valid	expXId
10	1	0	24	24	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	3	leftFoot	2	rightHand	227085	227195	1	2	1	0	228405	1320	valid	expXId
10	1	0	25	25	0	2	hands crossed	1	feet parallel	110	1	oneTouch	4	rightFoot	5	none	230244	230354	4	4	1	1	231407	1163	valid	expXId
10	1	0	26	26	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	3	leftFoot	5	none	233403	233703	3	3	0	1	234381	978	valid	expXId
10	1	0	27	27	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	1	leftHand	2	rightHand	236748	236858	2	1	0	1	238176	1428	valid	expXId
10	1	0	28	28	0	2	hands crossed	1	feet parallel	-110	2	twoTouches	3	leftFoot	4	rightFoot	239907	240017	4	4	1	0	241689	1782	valid	expXId
10	1	0	29	29	0	2	hands crossed	1	feet parallel	-110	1	oneTouch	1	leftHand	5	none	243066	243176	2	1	0	1	243661	595	valid	expXId
10	1	0	30	30	0	2	hands crossed	1	feet parallel	300	1	oneTouch	1	leftHand	5	none	246225	246525	2	1	1	1	246831	606	valid	expXId
10	1	0	31	31	0	2	hands crossed	1	feet parallel	-300	1	oneTouch	1	leftHand	5	none	249571	249871	2	1	0	1	250099	528	valid	expXId
10	1	0	32	32	0	2	hands crossed	1	feet parallel	300	2	twoTouches	2	rightHand	4	rightFoot	252916	253216	1	2	1	1	254000	1084	valid	expXId
