subNo	blocNo	practiceLevel	trialID	trialNo	repeated	handPositionCode	handPosition	feetPositionCode	feetPosition	soa	touchesNo	noOfTouches	firstLimbCode	firstLimb	secondLimbCode	secondLimb	timeTojStimulus1	timeTojStimulus2	buttonToj	buttonRealigned	buttonTojRight	correctnessToj	timeTojReaction	responsetimeToj	validityTOJ	expName
11	1	1	999	1	0	2	hands crossed	2	feet crossed	1000	1	oneTouch	2	rightHand	5	none	5697	6697	1	2	1	1	6561	864	two reactions	expXId
11	1	1	999	2	0	2	hands crossed	2	feet crossed	-1000	2	twoTouches	4	rightFoot	2	rightHand	9736	10736	3	4	0	1	11764	2028	valid	expXId
11	1	1	999	3	0	2	hands crossed	2	feet crossed	1000	2	twoTouches	2	rightHand	1	leftHand	13788	14788	1	2	1	1	14507	719	valid	expXId
11	1	1	999	4	0	2	hands crossed	2	feet crossed	-1000	2	twoTouches	3	leftFoot	2	rightHand	17840	18840	4	3	0	1	18704	864	valid	expXId
11	1	1	999	5	0	2	hands crossed	2	feet crossed	-1000	2	twoTouches	3	leftFoot	1	leftHand	21891	22891	4	3	0	1	22476	585	valid	expXId
11	1	0	1	1	0	2	hands crossed	2	feet crossed	300	1	oneTouch	2	rightHand	5	none	29662	29962	1	2	1	1	30297	635	block start	expXId
11	1	0	2	2	0	2	hands crossed	2	feet crossed	110	2	twoTouches	2	rightHand	3	leftFoot	33008	33118	1	2	1	1	33752	744	valid	expXId
11	1	0	3	3	0	2	hands crossed	2	feet crossed	-300	2	twoTouches	3	leftFoot	1	leftHand	36166	36466	4	3	0	1	36990	824	valid	expXId
11	1	0	4	4	0	2	hands crossed	2	feet crossed	300	2	twoTouches	4	rightFoot	3	leftFoot	39512	39812	3	4	1	1	40283	771	valid	expXId
11	1	0	5	5	0	2	hands crossed	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	42857	42967	1	2	1	1	43499	642	valid	expXId
11	1	0	6	6	0	2	hands crossed	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	46016	46126	1	2	1	1	46649	633	valid	expXId
11	1	0	7	7	0	2	hands crossed	2	feet crossed	-110	1	oneTouch	3	leftFoot	5	none	49175	49285	4	3	0	1	49752	577	valid	expXId
11	1	0	8	8	0	2	hands crossed	2	feet crossed	300	2	twoTouches	2	rightHand	1	leftHand	52334	52634	1	2	1	1	53497	1163	valid	expXId
11	1	0	9	9	0	2	hands crossed	2	feet crossed	-300	2	twoTouches	3	leftFoot	2	rightHand	55680	55980	4	3	0	1	56463	783	valid	expXId
11	1	0	10	10	0	2	hands crossed	2	feet crossed	-300	2	twoTouches	1	leftHand	2	rightHand	59025	59325	1	2	1	0	59909	884	valid	expXId
11	1	0	11	11	0	2	hands crossed	2	feet crossed	-300	2	twoTouches	1	leftHand	4	rightFoot	62371	62671	1	2	2	99	63246	875	wrong limb	expXId
11	1	0	12	12	0	2	hands crossed	2	feet crossed	300	2	twoTouches	2	rightHand	3	leftFoot	65716	66016	1	2	1	1	66627	911	valid	expXId
11	1	0	13	13	0	2	hands crossed	2	feet crossed	-110	2	twoTouches	1	leftHand	2	rightHand	69062	69172	1	2	1	0	69914	852	valid	expXId
11	1	0	14	14	0	2	hands crossed	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	72220	72520	2	1	0	1	73513	1293	valid	expXId
11	1	0	15	15	0	2	hands crossed	2	feet crossed	110	2	twoTouches	4	rightFoot	1	leftHand	75566	75676	3	4	1	1	76382	816	valid	expXId
11	1	0	16	16	0	2	hands crossed	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	78725	79025	4	3	0	1	79746	1021	valid	expXId
11	1	0	17	17	0	2	hands crossed	2	feet crossed	110	1	oneTouch	4	rightFoot	5	none	82070	82180	3	4	1	1	82695	625	valid	expXId
11	1	0	18	18	0	2	hands crossed	2	feet crossed	-110	1	oneTouch	1	leftHand	5	none	85229	85339	2	1	0	1	85985	756	valid	expXId
11	1	0	19	19	0	2	hands crossed	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	88388	88688	4	3	0	1	88808	420	valid	expXId
11	1	0	20	20	0	2	hands crossed	2	feet crossed	300	1	oneTouch	4	rightFoot	5	none	91734	92034	3	4	1	1	92217	483	valid	expXId
11	1	0	21	21	0	2	hands crossed	2	feet crossed	300	1	oneTouch	1	leftHand	5	none	95079	95379	2	1	1	1	95966	887	valid	expXId
11	1	0	22	22	0	2	hands crossed	2	feet crossed	110	1	oneTouch	2	rightHand	5	none	98425	98535	1	2	1	1	99326	901	valid	expXId
11	1	0	23	23	0	2	hands crossed	2	feet crossed	-300	1	oneTouch	1	leftHand	5	none	101583	101883	2	1	0	1	102558	975	valid	expXId
11	1	0	24	24	0	2	hands crossed	2	feet crossed	110	2	twoTouches	2	rightHand	1	leftHand	104929	105039	1	2	1	1	105895	966	valid	expXId
11	1	0	25	25	0	2	hands crossed	2	feet crossed	-300	1	oneTouch	3	leftFoot	5	none	108088	108388	4	3	0	1	108699	611	valid	expXId
11	1	0	26	26	0	2	hands crossed	2	feet crossed	300	2	twoTouches	2	rightHand	4	rightFoot	111433	111733	1	2	1	1	112520	1087	valid	expXId
11	1	0	27	27	0	2	hands crossed	2	feet crossed	110	2	twoTouches	1	leftHand	3	leftFoot	114779	114889	2	1	1	1	115893	1114	valid	expXId
